game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season,num_game,a_fgm,a_fga,a_fg_pct,a_fg3m,a_fg3a,a_fg3_pct,a_ftm,a_fta,a_ft_pct,a_oreb,a_dreb,a_reb,a_ast,a_stl,a_blk,a_tov,a_pf,a_pts,a_num_game,spread
21600843,2017-02-15,POR @ UTA,1610612762,t,W,35,22,0.614,240,42,81,0.519,11,22,0.5,16,23,1,9,37,46,19,9,5,14,17,111,1610612757,2016,Regular Season,2016-17,57,32,79,0.405,9,22,0.409,15,20,1,9,32,41,14,9,3,16,21,88,56,8.75
21600524,2017-01-03,WAS @ DAL,1610612742,t,W,11,24,0.314,240,37,78,0.474,17,32,0.531,22,24,1,2,40,42,20,4,3,12,21,113,1610612764,2016,Regular Season,2016-17,35,41,92,0.446,11,30,0.367,12,14,1,5,33,38,27,6,7,9,19,105,34,0.75
21601215,2017-04-11,NOP @ LAL,1610612747,t,W,26,55,0.321,240,42,88,0.477,8,22,0.364,16,23,1,8,39,47,24,15,3,11,18,108,1610612740,2016,Regular Season,2016-17,81,37,79,0.468,7,22,0.318,15,20,1,5,34,39,29,5,5,16,16,96,81,2.75
21600991,2017-03-13,CHI @ CHA,1610612766,t,L,29,38,0.433,240,43,93,0.462,7,29,0.241,16,19,1,11,33,44,25,4,3,6,18,109,1610612741,2016,Regular Season,2016-17,67,41,92,0.446,14,40,0.35,19,22,1,12,38,50,29,6,5,10,20,115,67,7.25
21600641,2017-01-20,POR @ PHI,1610612755,t,W,15,26,0.366,240,36,92,0.391,12,29,0.414,9,16,1,13,40,53,25,6,8,19,21,93,1610612757,2016,Regular Season,2016-17,41,33,89,0.371,6,19,0.316,20,28,1,12,34,46,16,8,6,13,20,92,45,-2.25
21600530,2017-01-04,ATL @ ORL,1610612753,t,L,16,21,0.432,240,37,86,0.43,9,28,0.321,9,10,1,10,30,40,19,9,6,17,17,92,1610612737,2016,Regular Season,2016-17,37,44,81,0.543,10,19,0.526,13,18,1,3,36,39,27,12,3,12,12,111,35,-2.25
21600664,2017-01-22,DEN @ MIN,1610612750,t,W,16,28,0.364,240,45,85,0.529,6,15,0.4,15,21,1,8,28,36,29,11,8,14,24,111,1610612743,2016,Regular Season,2016-17,44,42,82,0.512,7,24,0.292,17,21,1,12,29,41,26,6,7,17,19,108,43,3.75
21601137,2017-04-01,LAL @ LAC,1610612746,t,W,47,31,0.603,240,38,69,0.551,11,25,0.44,28,34,1,4,35,39,24,8,5,17,19,115,1610612747,2016,Regular Season,2016-17,78,39,90,0.433,6,23,0.261,20,30,1,15,26,41,26,12,2,11,27,104,76,14.75
21600201,2016-11-21,MEM @ CHA,1610612766,t,L,8,5,0.615,240,30,73,0.411,9,31,0.29,21,33,1,8,31,39,20,6,9,10,13,90,1610612763,2016,Regular Season,2016-17,13,40,84,0.476,12,26,0.462,13,17,1,6,34,40,24,7,8,10,24,105,14,5.25
21600052,2016-11-01,MEM @ MIN,1610612750,t,W,1,2,0.333,240,43,78,0.551,12,20,0.6,18,23,1,10,40,50,29,10,5,21,22,116,1610612763,2016,Regular Season,2016-17,3,27,75,0.36,4,24,0.167,22,29,1,8,24,32,10,17,4,20,22,80,4,6
21600540,2017-01-05,OKC @ HOU,1610612745,t,W,28,9,0.757,240,41,86,0.477,15,39,0.385,21,30,1,9,34,43,27,6,3,9,20,118,1610612760,2016,Regular Season,2016-17,37,41,91,0.451,12,30,0.4,22,27,1,16,38,54,15,6,9,9,21,116,37,7.75
21600257,2016-11-28,CHA @ MEM,1610612763,t,L,11,7,0.611,240,36,89,0.404,7,29,0.241,6,13,0,8,34,42,21,10,4,12,25,85,1610612766,2016,Regular Season,2016-17,18,36,82,0.439,9,26,0.346,23,31,1,9,38,47,24,3,4,13,14,104,17,-1.75
21600455,2016-12-23,DAL @ LAC,1610612746,t,L,22,9,0.71,240,34,74,0.459,13,29,0.448,7,11,1,6,35,41,17,9,4,20,16,88,1610612742,2016,Regular Season,2016-17,31,37,87,0.425,7,29,0.241,9,15,1,14,28,42,21,13,4,12,14,90,30,4
21600354,2016-12-10,SAC @ UTA,1610612762,t,W,15,10,0.6,240,37,77,0.481,13,29,0.448,17,18,1,13,41,54,23,9,10,22,16,104,1610612758,2016,Regular Season,2016-17,25,34,90,0.378,9,26,0.346,7,13,1,12,22,34,17,10,4,10,14,84,23,6
21600265,2016-11-29,HOU @ UTA,1610612762,t,W,11,8,0.579,240,41,74,0.554,15,28,0.536,23,27,1,5,35,40,23,4,5,8,20,120,1610612745,2016,Regular Season,2016-17,19,37,91,0.407,11,30,0.367,16,22,1,15,23,38,14,5,6,7,20,101,18,-1
21601002,2017-03-14,POR @ NOP,1610612740,t,W,27,40,0.403,240,38,80,0.475,6,21,0.286,18,30,1,4,45,49,19,10,8,5,18,100,1610612757,2016,Regular Season,2016-17,67,23,76,0.303,11,32,0.344,20,26,1,8,40,48,13,3,1,16,20,77,66,3.75
21600443,2016-12-23,LAL @ ORL,1610612753,t,W,14,18,0.438,240,45,89,0.506,11,27,0.407,8,14,1,7,40,47,25,10,11,14,20,109,1610612747,2016,Regular Season,2016-17,32,31,87,0.356,8,23,0.348,20,24,1,12,34,46,16,8,6,16,14,90,33,4.5
21600480,2016-12-28,BKN @ CHI,1610612741,t,W,16,16,0.5,240,35,88,0.398,3,13,0.231,28,29,1,17,37,54,20,8,8,18,17,101,1610612751,2016,Regular Season,2016-17,32,37,86,0.43,13,32,0.406,12,16,1,9,28,37,21,9,6,14,22,99,31,9.5
21600661,2017-01-22,GSW @ ORL,1610612753,t,L,18,28,0.391,240,42,96,0.438,7,28,0.25,7,16,0,12,29,41,25,9,7,12,21,98,1610612744,2016,Regular Season,2016-17,46,42,89,0.472,19,42,0.452,15,19,1,13,39,52,27,8,4,18,15,118,44,-14
21600600,2017-01-13,DET @ UTA,1610612762,t,W,25,16,0.61,240,43,80,0.538,16,31,0.516,8,13,1,7,40,47,22,10,6,12,14,110,1610612765,2016,Regular Season,2016-17,41,30,76,0.395,6,17,0.353,11,16,1,3,32,35,15,5,4,13,16,77,42,11.25
21600145,2016-11-14,ORL @ IND,1610612754,t,W,5,6,0.455,240,35,90,0.389,8,25,0.32,10,10,1,7,42,49,22,9,9,9,14,88,1610612753,2016,Regular Season,2016-17,11,27,84,0.321,5,25,0.2,10,13,1,9,43,52,12,3,5,14,17,69,11,8
21600469,2016-12-26,TOR @ POR,1610612757,t,L,13,20,0.394,240,35,83,0.422,8,23,0.348,13,18,1,11,43,54,22,8,4,18,22,91,1610612761,2016,Regular Season,2016-17,33,32,95,0.337,12,34,0.353,19,24,1,14,38,52,17,11,4,12,12,95,30,-8
21600558,2017-01-07,CHA @ SAS,1610612759,t,W,30,7,0.811,240,36,89,0.404,13,34,0.382,17,20,1,9,34,43,29,9,8,7,21,102,1610612766,2016,Regular Season,2016-17,37,30,75,0.4,4,21,0.19,21,25,1,8,40,48,18,5,4,15,14,85,38,10.75
21600428,2016-12-20,POR @ SAC,1610612758,t,W,11,17,0.393,240,40,72,0.556,10,23,0.435,36,43,1,4,27,31,20,3,4,10,28,126,1610612757,2016,Regular Season,2016-17,28,44,86,0.512,4,28,0.143,29,40,1,15,26,41,30,5,4,8,31,121,30,-1.25
21600666,2017-01-23,SAS @ BKN,1610612751,t,L,9,35,0.205,240,32,81,0.395,5,25,0.2,17,18,1,5,33,38,14,2,5,16,18,86,1610612759,2016,Regular Season,2016-17,44,45,95,0.474,9,22,0.409,13,16,1,13,37,50,22,7,5,8,17,112,44,-8.5
21600854,2017-02-23,LAC @ GSW,1610612744,t,W,48,9,0.842,240,43,81,0.531,13,25,0.52,24,26,1,10,43,53,31,11,11,21,27,123,1610612746,2016,Regular Season,2016-17,57,38,93,0.409,11,28,0.393,26,37,1,10,28,38,23,11,0,14,16,113,57,13.75
21600752,2017-02-03,MIL @ DEN,1610612743,t,W,22,27,0.449,240,40,89,0.449,9,28,0.321,32,44,1,18,30,48,31,8,5,14,13,121,1610612749,2016,Regular Season,2016-17,49,45,83,0.542,9,24,0.375,18,23,1,6,32,38,26,9,13,18,26,117,49,3
21601045,2017-03-20,PHI @ ORL,1610612753,t,W,26,45,0.366,265,35,94,0.372,4,23,0.174,38,46,1,14,41,55,19,10,4,18,22,112,1610612755,2016,Regular Season,2016-17,71,39,102,0.382,9,34,0.265,22,24,1,13,40,53,26,15,7,16,34,109,70,5.75
21600095,2016-11-07,IND @ CHA,1610612766,t,W,5,1,0.833,240,41,84,0.488,12,32,0.375,28,32,1,3,40,43,30,12,4,11,15,122,1610612754,2016,Regular Season,2016-17,6,40,94,0.426,9,33,0.273,11,15,1,12,40,52,23,8,4,18,25,100,7,2.75
21601135,2017-03-31,SAS @ OKC,1610612760,t,L,43,32,0.573,240,33,81,0.407,6,21,0.286,23,27,1,13,33,46,21,7,3,18,21,95,1610612759,2016,Regular Season,2016-17,75,37,85,0.435,9,27,0.333,17,27,1,13,28,41,23,8,11,13,23,100,75,-3.25
21601015,2017-03-16,OKC @ TOR,1610612761,t,L,39,29,0.574,240,37,81,0.457,5,20,0.25,23,30,1,6,26,32,15,10,10,14,20,102,1610612760,2016,Regular Season,2016-17,68,47,88,0.534,14,25,0.56,15,19,1,10,37,47,33,10,1,18,22,123,68,2.25
21600357,2016-12-11,BOS @ OKC,1610612760,t,W,15,9,0.625,240,41,83,0.494,3,21,0.143,14,27,1,15,34,49,17,9,7,12,9,99,1610612738,2016,Regular Season,2016-17,24,40,90,0.444,11,32,0.344,5,8,1,12,28,40,28,9,4,13,22,96,24,3.25
21600635,2017-01-18,IND @ SAC,1610612758,t,L,16,25,0.39,240,35,72,0.486,9,21,0.429,21,27,1,10,26,36,28,9,5,21,22,100,1610612754,2016,Regular Season,2016-17,41,39,75,0.52,7,21,0.333,21,25,1,8,24,32,22,11,3,14,21,106,41,2.5
21600069,2016-11-03,OKC @ GSW,1610612744,t,W,4,1,0.8,240,46,89,0.517,14,30,0.467,16,20,1,15,31,46,27,9,14,15,18,122,1610612760,2016,Regular Season,2016-17,5,35,87,0.402,10,27,0.37,16,28,1,13,28,41,20,8,6,16,20,96,5,6.25
21600250,2016-11-27,NOP @ DAL,1610612742,t,W,3,13,0.188,240,32,77,0.416,10,27,0.37,17,20,1,11,35,46,19,7,3,12,18,91,1610612740,2016,Regular Season,2016-17,16,30,77,0.39,5,20,0.25,16,18,1,10,32,42,17,8,3,13,19,81,18,-5.25
21600332,2016-12-08,DEN @ WAS,1610612764,t,W,8,13,0.381,240,35,78,0.449,6,19,0.316,16,17,1,8,27,35,21,11,3,18,20,92,1610612743,2016,Regular Season,2016-17,21,31,76,0.408,7,32,0.219,16,24,1,14,31,45,24,8,2,27,24,85,23,5.75
21600503,2016-12-31,MIL @ CHI,1610612741,t,L,16,18,0.471,240,33,83,0.398,10,27,0.37,20,28,1,14,23,37,23,9,5,11,21,96,1610612749,2016,Regular Season,2016-17,34,43,76,0.566,9,15,0.6,21,27,1,8,34,42,29,7,8,12,19,116,32,3.25
21600939,2017-03-06,BKN @ MEM,1610612763,t,L,36,28,0.563,240,34,77,0.442,10,25,0.4,31,39,1,8,29,37,23,7,2,15,29,109,1610612751,2016,Regular Season,2016-17,64,39,73,0.534,14,30,0.467,30,38,1,7,34,41,16,12,5,16,27,122,62,10.75
21601009,2017-03-15,MEM @ CHI,1610612741,t,L,32,36,0.471,240,34,91,0.374,11,28,0.393,12,15,1,14,31,45,22,6,6,5,19,91,1610612763,2016,Regular Season,2016-17,68,36,85,0.424,11,31,0.355,15,18,1,14,38,52,26,2,3,11,19,98,68,-2.25
21600532,2017-01-04,CHI @ CLE,1610612739,t,L,26,8,0.765,240,34,83,0.41,8,25,0.32,18,24,1,16,28,44,13,6,2,15,16,94,1610612741,2016,Regular Season,2016-17,34,41,85,0.482,13,30,0.433,11,15,1,12,31,43,23,8,3,12,18,106,36,4
21601078,2017-03-24,ATL @ MIL,1610612749,t,W,37,35,0.514,240,39,88,0.443,8,27,0.296,14,16,1,9,26,35,27,10,6,8,23,100,1610612737,2016,Regular Season,2016-17,72,34,83,0.41,8,22,0.364,21,24,1,13,36,49,20,5,3,17,19,97,72,7
21601145,2017-04-02,BOS @ NYK,1610612752,t,L,29,48,0.377,240,33,85,0.388,7,25,0.28,21,25,1,8,24,32,20,12,2,11,20,94,1610612738,2016,Regular Season,2016-17,77,40,72,0.556,12,37,0.324,18,26,1,5,36,41,22,8,3,17,25,110,77,-7.75
21600557,2017-01-07,ATL @ DAL,1610612742,t,L,11,26,0.297,240,32,82,0.39,9,36,0.25,9,10,1,6,35,41,18,7,3,14,25,82,1610612737,2016,Regular Season,2016-17,37,30,74,0.405,11,22,0.5,26,32,1,6,41,47,19,8,1,10,15,97,37,-1.5
21600636,2017-01-19,PHX @ CLE,1610612739,t,W,30,11,0.732,240,43,85,0.506,19,42,0.452,13,19,1,4,32,36,29,7,6,12,24,118,1610612756,2016,Regular Season,2016-17,41,37,85,0.435,4,19,0.211,25,31,1,15,31,46,23,10,4,14,22,103,42,11.5
21600483,2016-12-28,MIN @ DEN,1610612743,t,W,14,18,0.438,240,42,81,0.519,10,28,0.357,11,14,1,8,30,38,29,6,4,15,17,105,1610612750,2016,Regular Season,2016-17,32,42,94,0.447,7,25,0.28,12,17,1,16,27,43,29,8,3,8,15,103,32,4
21600946,2017-03-07,POR @ OKC,1610612760,t,L,35,29,0.547,240,44,85,0.518,10,25,0.4,23,30,1,12,27,39,16,4,1,17,25,121,1610612757,2016,Regular Season,2016-17,64,47,85,0.553,11,23,0.478,21,27,1,12,24,36,24,7,5,11,23,126,62,6.75
21600547,2017-01-06,CLE @ BKN,1610612751,t,L,8,27,0.229,240,41,91,0.451,9,30,0.3,17,19,1,10,42,52,21,6,1,19,34,108,1610612739,2016,Regular Season,2016-17,35,38,88,0.432,9,33,0.273,31,43,1,5,41,46,19,14,3,12,16,116,35,-13.25
21600196,2016-11-20,TOR @ SAC,1610612758,t,W,5,9,0.357,240,36,81,0.444,11,27,0.407,19,25,1,4,33,37,26,8,8,13,18,102,1610612761,2016,Regular Season,2016-17,14,34,85,0.4,9,24,0.375,22,24,1,16,32,48,16,7,6,15,21,99,13,-3.5
21601011,2017-03-15,POR @ SAS,1610612759,t,L,52,15,0.776,240,42,88,0.477,11,26,0.423,11,15,1,10,31,41,28,7,5,14,20,106,1610612757,2016,Regular Season,2016-17,67,38,80,0.475,9,22,0.409,25,28,1,8,31,39,21,10,1,11,16,110,67,11.25
21600774,2017-02-06,PHX @ NOP,1610612740,t,W,20,32,0.385,240,42,92,0.457,9,26,0.346,18,22,1,9,39,48,20,11,11,13,25,111,1610612756,2016,Regular Season,2016-17,52,40,93,0.43,5,27,0.185,21,25,1,9,40,49,26,7,10,16,23,106,52,5.75
21600364,2016-12-12,BKN @ HOU,1610612745,t,W,18,7,0.72,240,42,91,0.462,17,43,0.395,21,36,1,11,28,39,23,10,5,14,25,122,1610612751,2016,Regular Season,2016-17,25,42,80,0.525,7,20,0.35,27,36,1,6,35,41,21,9,4,19,27,118,23,13.75
21600715,2017-01-29,ORL @ TOR,1610612761,t,L,29,19,0.604,240,36,79,0.456,12,28,0.429,29,36,1,9,31,40,19,8,3,11,20,113,1610612753,2016,Regular Season,2016-17,48,42,79,0.532,10,23,0.435,20,26,1,6,30,36,25,6,6,12,28,114,49,11.25
21601165,2017-04-05,MIA @ CHA,1610612766,t,L,36,43,0.456,240,35,78,0.449,8,25,0.32,21,24,1,4,32,36,19,2,7,6,15,99,1610612748,2016,Regular Season,2016-17,79,40,84,0.476,21,40,0.525,11,12,1,7,33,40,23,5,7,6,16,112,78,2.75
21600222,2016-11-23,MIN @ NOP,1610612740,t,W,6,10,0.375,240,45,83,0.542,9,24,0.375,18,23,1,4,41,45,27,10,6,17,21,117,1610612750,2016,Regular Season,2016-17,16,33,86,0.384,3,17,0.176,27,33,1,8,33,41,23,12,3,17,19,96,14,-2.25
21601089,2017-03-26,SAC @ LAC,1610612746,t,L,44,31,0.587,240,32,78,0.41,10,29,0.345,23,28,1,6,39,45,20,7,2,9,14,97,1610612758,2016,Regular Season,2016-17,75,38,84,0.452,13,28,0.464,9,13,1,6,40,46,23,5,4,12,25,98,73,13
21600606,2017-01-15,NYK @ TOR,1610612761,t,W,27,13,0.675,240,44,89,0.494,8,22,0.364,20,23,1,10,32,42,21,9,4,10,20,116,1610612752,2016,Regular Season,2016-17,40,35,84,0.417,12,29,0.414,19,27,1,11,30,41,21,7,7,14,16,101,41,10.25
21600339,2016-12-09,TOR @ BOS,1610612738,t,L,13,10,0.565,240,31,83,0.373,17,42,0.405,15,22,1,8,38,46,24,5,4,13,18,94,1610612761,2016,Regular Season,2016-17,23,34,82,0.415,9,20,0.45,24,27,1,8,42,50,12,9,2,11,22,101,23,1.75
21600844,2017-02-15,LAL @ PHX,1610612756,t,W,18,39,0.316,240,49,88,0.557,10,24,0.417,29,34,1,12,47,59,32,7,10,15,20,137,1610612747,2016,Regular Season,2016-17,57,35,93,0.376,9,26,0.346,22,28,1,7,29,36,16,9,3,12,27,101,58,4.25
21600065,2016-11-03,SAC @ ORL,1610612753,t,W,2,3,0.4,240,38,84,0.452,10,30,0.333,16,23,1,13,31,44,24,5,4,14,14,102,1610612758,2016,Regular Season,2016-17,5,38,80,0.475,7,18,0.389,11,17,1,11,28,39,17,8,1,14,23,94,6,-0.5
21600509,2017-01-01,DET @ MIA,1610612748,t,L,10,25,0.286,240,35,77,0.455,14,26,0.538,14,18,1,3,31,34,25,6,4,10,22,98,1610612765,2016,Regular Season,2016-17,35,42,86,0.488,9,22,0.409,14,22,1,10,38,48,16,7,5,12,18,107,36,-6.5
21600148,2016-11-14,BOS @ NOP,1610612740,t,W,2,9,0.182,240,35,79,0.443,6,21,0.286,30,36,1,8,38,46,16,9,4,16,17,106,1610612738,2016,Regular Season,2016-17,11,38,95,0.4,12,41,0.293,17,20,1,11,33,44,19,9,0,10,27,105,10,-3.75
21600156,2016-11-15,CHI @ POR,1610612757,t,L,7,5,0.583,240,34,95,0.358,9,34,0.265,11,18,1,15,34,49,17,8,4,11,18,88,1610612741,2016,Regular Season,2016-17,12,41,98,0.418,7,20,0.35,24,28,1,19,48,67,16,7,4,10,19,113,11,4.25
21600886,2017-02-27,IND @ HOU,1610612745,t,L,42,19,0.689,240,32,88,0.364,10,45,0.222,34,42,1,12,27,39,22,8,5,10,22,108,1610612754,2016,Regular Season,2016-17,61,41,91,0.451,13,30,0.433,22,25,1,13,42,55,29,7,5,15,26,117,60,10
21600625,2017-01-17,MIN @ SAS,1610612759,t,W,32,9,0.78,240,43,84,0.512,8,18,0.444,28,35,1,6,28,34,27,9,3,7,29,122,1610612750,2016,Regular Season,2016-17,41,36,73,0.493,6,13,0.462,36,41,1,6,33,39,26,5,6,18,22,114,42,12.25
21601033,2017-03-18,SAS @ MEM,1610612763,t,W,40,30,0.571,240,32,76,0.421,13,30,0.433,27,31,1,7,28,35,20,7,3,10,18,104,1610612759,2016,Regular Season,2016-17,70,33,75,0.44,9,28,0.321,21,22,1,9,33,42,18,2,5,15,25,96,68,-3.75
21600981,2017-03-11,ATL @ MEM,1610612763,t,L,36,30,0.545,240,34,90,0.378,5,29,0.172,17,23,1,13,28,41,22,11,3,13,21,90,1610612737,2016,Regular Season,2016-17,66,36,72,0.5,15,30,0.5,20,26,1,6,40,46,22,9,6,18,23,107,66,6.5
21600479,2016-12-28,MIL @ DET,1610612765,t,L,15,19,0.441,240,39,88,0.443,6,24,0.25,10,16,1,11,33,44,28,4,1,10,12,94,1610612749,2016,Regular Season,2016-17,34,48,84,0.571,11,22,0.5,12,16,1,3,35,38,36,8,5,7,14,119,30,3.25
21600544,2017-01-06,MIN @ WAS,1610612764,t,W,17,18,0.486,240,46,79,0.582,12,22,0.545,8,9,1,5,28,33,31,3,7,13,18,112,1610612750,2016,Regular Season,2016-17,35,42,88,0.477,7,18,0.389,14,17,1,12,26,38,22,6,2,10,15,105,36,4.75
21600740,2017-02-01,CHI @ OKC,1610612760,t,L,28,22,0.56,240,38,100,0.38,10,37,0.27,14,17,1,11,26,37,17,6,4,9,23,100,1610612741,2016,Regular Season,2016-17,50,49,81,0.605,6,15,0.4,24,30,1,4,38,42,25,7,2,9,19,128,50,2.75
21600362,2016-12-12,MIL @ TOR,1610612761,t,W,17,7,0.708,240,42,81,0.519,14,25,0.56,24,28,1,14,32,46,26,7,2,14,18,122,1610612749,2016,Regular Season,2016-17,24,42,89,0.472,4,24,0.167,12,17,1,12,25,37,27,8,3,11,20,100,23,8
21601211,2017-04-10,UTA @ GSW,1610612744,t,L,66,15,0.815,240,39,80,0.488,9,25,0.36,12,17,1,8,34,42,25,5,6,13,17,99,1610612762,2016,Regular Season,2016-17,81,41,92,0.446,13,35,0.371,10,15,1,14,35,49,29,8,3,11,17,105,81,10.5
21600384,2016-12-15,CHI @ MIL,1610612749,t,W,12,12,0.5,240,45,95,0.474,11,20,0.55,7,13,1,13,29,42,32,8,5,8,20,108,1610612741,2016,Regular Season,2016-17,24,35,74,0.473,5,20,0.25,22,29,1,6,35,41,23,5,3,16,16,97,25,-0.25
21600438,2016-12-22,ORL @ NYK,1610612752,t,W,16,13,0.552,240,41,96,0.427,9,20,0.45,15,17,1,18,34,52,26,9,9,15,18,106,1610612753,2016,Regular Season,2016-17,29,39,90,0.433,5,27,0.185,12,16,1,10,31,41,21,7,7,16,14,95,31,4.25
21601098,2017-03-27,DET @ NYK,1610612752,t,W,28,46,0.378,240,45,84,0.536,7,21,0.333,12,13,1,4,33,37,26,13,5,12,16,109,1610612765,2016,Regular Season,2016-17,74,36,84,0.429,9,23,0.391,14,21,1,12,30,42,18,4,3,18,16,95,74,-1.25
21600962,2017-03-09,SAS @ OKC,1610612760,t,W,36,29,0.554,240,41,89,0.461,6,20,0.3,14,21,1,15,33,48,23,10,3,11,22,102,1610612759,2016,Regular Season,2016-17,65,35,84,0.417,6,19,0.316,16,20,1,13,28,41,15,8,8,15,16,92,64,-3
21600120,2016-11-10,LAL @ SAC,1610612758,t,L,4,6,0.4,240,34,85,0.4,8,21,0.381,15,20,1,11,32,43,18,13,3,15,19,91,1610612747,2016,Regular Season,2016-17,10,38,74,0.514,9,27,0.333,16,22,1,4,38,42,18,8,2,21,19,101,9,5.5
21601173,2017-04-06,CHI @ PHI,1610612755,t,L,28,51,0.354,240,33,91,0.363,7,33,0.212,17,22,1,10,40,50,19,10,3,13,19,90,1610612741,2016,Regular Season,2016-17,79,39,91,0.429,8,25,0.32,16,17,1,10,47,57,27,7,6,16,19,102,79,-5.75
21600233,2016-11-25,MIA @ MEM,1610612763,t,L,10,6,0.625,240,29,82,0.354,4,19,0.211,19,23,1,16,35,51,14,3,14,17,16,81,1610612748,2016,Regular Season,2016-17,16,33,85,0.388,12,31,0.387,12,18,1,10,34,44,17,8,8,8,21,90,15,4.75
21600505,2016-12-31,CLE @ CHA,1610612766,t,L,19,15,0.559,240,40,78,0.513,9,24,0.375,20,23,1,10,29,39,24,3,7,11,19,109,1610612739,2016,Regular Season,2016-17,34,43,85,0.506,14,31,0.452,21,25,1,8,27,35,17,6,1,6,17,121,32,-0.75
21600679,2017-01-24,MIN @ PHX,1610612756,t,L,15,30,0.333,240,38,86,0.442,7,19,0.368,28,32,1,13,31,44,20,7,4,15,23,111,1610612750,2016,Regular Season,2016-17,45,44,84,0.524,6,17,0.353,18,24,1,10,32,42,24,8,4,15,21,112,45,-1.75
21600134,2016-11-12,SAS @ HOU,1610612745,t,L,5,4,0.556,240,34,89,0.382,15,47,0.319,17,21,1,16,30,46,22,6,4,14,19,100,1610612759,2016,Regular Season,2016-17,9,41,76,0.539,5,18,0.278,19,24,1,2,33,35,21,6,11,10,19,106,10,-1.75
21600127,2016-11-11,DET @ SAS,1610612759,t,W,6,3,0.667,240,36,81,0.444,9,20,0.45,15,19,1,10,35,45,24,8,2,8,13,96,1610612765,2016,Regular Season,2016-17,9,32,76,0.421,5,25,0.2,17,21,1,9,33,42,14,2,4,11,14,86,9,8.75
21600830,2017-02-13,ATL @ POR,1610612757,t,L,23,32,0.418,265,37,103,0.359,16,42,0.381,14,25,1,22,44,66,22,4,4,14,34,104,1610612737,2016,Regular Season,2016-17,55,32,83,0.386,8,28,0.286,37,48,1,7,45,52,20,9,11,9,23,109,55,2
21600876,2017-02-26,MEM @ DEN,1610612743,t,L,26,33,0.441,240,37,84,0.44,11,34,0.324,13,17,1,10,29,39,26,9,3,12,23,98,1610612763,2016,Regular Season,2016-17,59,36,80,0.45,11,33,0.333,22,25,1,13,36,49,21,9,2,15,20,105,60,1.75
21600808,2017-02-11,LAC @ CHA,1610612766,t,L,24,30,0.444,240,37,85,0.435,13,37,0.351,15,20,1,8,32,40,24,6,4,8,20,102,1610612746,2016,Regular Season,2016-17,54,40,85,0.471,14,34,0.412,13,20,1,10,40,50,26,3,6,13,21,107,54,2.5
21600060,2016-11-02,NOP @ MEM,1610612763,t,W,3,2,0.6,265,33,94,0.351,8,27,0.296,15,20,1,13,39,52,20,12,5,17,22,89,1610612740,2016,Regular Season,2016-17,5,30,81,0.37,11,34,0.324,12,16,1,5,38,43,17,8,9,21,26,83,5,5
21600488,2016-12-29,BOS @ CLE,1610612739,t,W,24,7,0.774,240,43,83,0.518,14,38,0.368,24,33,1,13,33,46,29,7,3,18,16,124,1610612738,2016,Regular Season,2016-17,31,43,85,0.506,12,37,0.324,20,21,1,6,23,29,26,15,4,11,23,118,33,6.25
21600735,2017-02-01,NOP @ DET,1610612765,t,W,22,27,0.449,240,48,88,0.545,10,26,0.385,12,17,1,5,37,42,28,9,0,10,13,118,1610612740,2016,Regular Season,2016-17,49,41,82,0.5,5,21,0.238,11,14,1,3,32,35,21,6,5,14,15,98,50,7.25
21600691,2017-01-26,IND @ MIN,1610612750,t,L,17,29,0.37,240,36,81,0.444,10,27,0.37,21,27,1,6,28,34,27,13,5,11,20,103,1610612754,2016,Regular Season,2016-17,46,42,81,0.519,10,18,0.556,15,17,1,6,38,44,21,7,4,18,22,109,45,3.25
21600905,2017-03-01,BKN @ SAC,1610612758,t,L,25,36,0.41,240,35,81,0.432,11,22,0.5,19,22,1,10,28,38,12,8,3,15,28,100,1610612751,2016,Regular Season,2016-17,61,34,74,0.459,11,28,0.393,30,36,1,10,33,43,16,8,2,18,25,109,59,2.75
21600359,2016-12-11,NOP @ PHX,1610612756,t,L,7,17,0.292,265,44,96,0.458,14,41,0.341,17,26,1,14,43,57,21,6,3,16,27,119,1610612740,2016,Regular Season,2016-17,24,38,97,0.392,16,40,0.4,28,35,1,14,35,49,24,12,4,11,27,120,25,2.25
21600297,2016-12-03,DEN @ UTA,1610612762,t,W,12,9,0.571,240,35,78,0.449,9,25,0.36,26,28,1,7,33,40,20,8,3,9,13,105,1610612743,2016,Regular Season,2016-17,21,37,83,0.446,13,24,0.542,11,14,1,7,30,37,19,7,5,14,21,98,20,7.25
21600061,2016-11-02,CHI @ BOS,1610612738,t,W,3,1,0.75,240,41,87,0.471,14,32,0.438,11,17,1,10,29,39,28,10,4,12,24,107,1610612741,2016,Regular Season,2016-17,4,35,81,0.432,7,20,0.35,23,31,1,15,34,49,21,7,7,19,19,100,4,3.25
21600902,2017-03-01,IND @ SAS,1610612759,t,W,46,13,0.78,240,35,74,0.473,9,29,0.31,21,24,1,6,30,36,20,8,7,18,21,100,1610612754,2016,Regular Season,2016-17,59,37,81,0.457,7,23,0.304,18,25,1,13,28,41,22,13,1,17,26,99,61,9.75
